Category,Item,Serving Size,Calories,Calories from Fat,Total Fat,Total Fat (% Daily Value),Saturated Fat,Saturated Fat (% Daily Value),Trans Fat,Cholesterol,Cholesterol (% Daily Value),Sodium,Sodium (% Daily Value),Carbohydrates,Carbohydrates (% Daily Value),Dietary Fiber,Dietary Fiber (% Daily Value),Sugars,Protein,Serving Size Numeric,Serving Size Numeric Normalized
Breakfast,Big Breakfast with Hotcakes and Egg Whites (Regular Biscuit),14.9 oz (423 g),0.526595744680851,0.3867924528301887,0.3898305084745763,0.38461538461538464,0.8,0.7647058823529411,0.0,0.09565217391304348,0.09895833333333333,0.6027777777777777,0.6066666666666667,0.7801418439716312,0.7872340425531915,0.8571428571428571,0.8214285714285714,0.1328125,0.40229885057471265,423.0,0.6385737439222043
Breakfast,Big Breakfast with Hotcakes and Egg Whites (Large Biscuit),15.4 oz (437 g),0.5585106382978724,0.42452830188679247,0.423728813559322,0.42307692307692313,0.8,0.7941176470588235,0.0,0.09565217391304348,0.09895833333333333,0.6361111111111111,0.6333333333333334,0.8156028368794326,0.8085106382978723,1.0,1.0,0.140625,0.40229885057471265,437.0,0.6612641815235009
Breakfast,Hotcakes,5.3 oz (151 g),0.18617021276595744,0.07547169811320754,0.07627118644067797,0.07142857142857144,0.1,0.08823529411764705,0.0,0.034782608695652174,0.03645833333333333,0.1638888888888889,0.16,0.425531914893617,0.425531914893617,0.42857142857142855,0.3571428571428571,0.109375,0.09195402298850575,151.0,0.1977309562398704
Breakfast,Hotcakes and Sausage,6.8 oz (192 g),0.2765957446808511,0.19811320754716982,0.2033898305084746,0.20329670329670332,0.35000000000000003,0.3529411764705882,0.0,0.08695652173913043,0.08854166666666666,0.25833333333333336,0.26,0.4326241134751773,0.425531914893617,0.42857142857142855,0.3571428571428571,0.109375,0.1724137931034483,192.0,0.2641815235008104
Breakfast,Sausage Burrito,3.9 oz (111 g),0.1595744680851064,0.14150943396226415,0.13559322033898305,0.13736263736263737,0.35000000000000003,0.3235294117647059,0.0,0.2,0.19791666666666666,0.21944444444444444,0.22,0.18439716312056736,0.19148936170212766,0.14285714285714285,0.17857142857142855,0.015625,0.13793103448275862,111.0,0.13290113452188007
Breakfast,Hash Brown,2 oz (56 g),0.0797872340425532,0.07547169811320754,0.07627118644067797,0.07692307692307693,0.07500000000000001,0.058823529411764705,0.0,0.0,0.0,0.08611111111111111,0.08666666666666667,0.10638297872340426,0.10638297872340426,0.2857142857142857,0.21428571428571427,0.0,0.011494252873563218,56.0,0.043760129659643446
Breakfast,Cinnamon Melts,4 oz (114 g),0.24468085106382978,0.16037735849056603,0.16101694915254236,0.16483516483516486,0.45,0.4215686274509804,0.0,0.026086956521739132,0.026041666666666664,0.10277777777777777,0.1,0.46808510638297873,0.46808510638297873,0.42857142857142855,0.39285714285714285,0.25,0.06896551724137931,114.0,0.13776337115072934
Breakfast,Fruit & Maple Oatmeal,9.6 oz (251 g),0.15425531914893617,0.0330188679245283,0.03389830508474576,0.03296703296703297,0.07500000000000001,0.0784313725490196,0.0,0.008695652173913044,0.010416666666666666,0.044444444444444446,0.04666666666666667,0.41134751773049644,0.40425531914893614,0.7142857142857142,0.6785714285714285,0.25,0.05747126436781609,251.0,0.3598055105348461
Breakfast,Fruit & Maple Oatmeal without Brown Sugar,9.6 oz (251 g),0.13829787234042554,0.03773584905660377,0.03389830508474576,0.03296703296703297,0.07500000000000001,0.0784313725490196,0.0,0.008695652173913044,0.010416666666666666,0.03194444444444444,0.03333333333333333,0.3475177304964539,0.3404255319148936,0.7142857142857142,0.7857142857142857,0.140625,0.05747126436781609,251.0,0.3598055105348461
Beef & Pork,Big Mac,7.4 oz (211 g),0.28191489361702127,0.22641509433962265,0.2288135593220339,0.23076923076923078,0.5,0.47058823529411764,0.4,0.14782608695652175,0.14583333333333331,0.26666666666666666,0.26666666666666666,0.3333333333333333,0.3404255319148936,0.42857142857142855,0.46428571428571425,0.0703125,0.27586206896551724,211.0,0.2949756888168558
Beef & Pork,Quarter Pounder with Cheese,7.1 oz (202 g),0.2765957446808511,0.22641509433962265,0.22033898305084745,0.22527472527472528,0.6000000000000001,0.5980392156862745,0.6000000000000001,0.16521739130434784,0.16145833333333331,0.3055555555555556,0.3066666666666667,0.2907801418439716,0.2978723404255319,0.42857142857142855,0.39285714285714285,0.078125,0.3448275862068966,202.0,0.280388978930308
Beef & Pork,Quarter Pounder with Bacon & Cheese,8 oz (227 g),0.3191489361702128,0.24528301886792453,0.2457627118644068,0.24725274725274726,0.65,0.6176470588235294,0.6000000000000001,0.1826086956521739,0.17708333333333331,0.4,0.4,0.3404255319148936,0.3404255319148936,0.42857142857142855,0.42857142857142855,0.09375,0.42528735632183906,227.0,0.32090761750405195
Beef & Pork,Quarter Pounder with Bacon Habanero Ranch,8.3 oz (235 g),0.324468085106383,0.2641509433962264,0.2627118644067797,0.26373626373626374,0.65,0.6274509803921569,0.6000000000000001,0.1826086956521739,0.18229166666666666,0.3277777777777778,0.32666666666666666,0.326241134751773,0.3191489361702128,0.42857142857142855,0.5,0.078125,0.42528735632183906,235.0,0.33387358184765
Beef & Pork,Quarter Pounder Deluxe,8.6 oz (244 g),0.2872340425531915,0.2358490566037736,0.2288135593220339,0.23076923076923078,0.55,0.5294117647058824,0.6000000000000001,0.14782608695652175,0.14583333333333331,0.26666666666666666,0.26666666666666666,0.3191489361702128,0.3191489361702128,0.42857142857142855,0.46428571428571425,0.0703125,0.3333333333333333,244.0,0.3484602917341978
Beef & Pork,Double Quarter Pounder with Cheese,10 oz (283 g),0.39893617021276595,0.3584905660377358,0.3644067796610169,0.3626373626373627,0.9500000000000001,0.9411764705882353,1.0,0.2782608695652174,0.27604166666666663,0.35555555555555557,0.35333333333333333,0.2978723404255319,0.2978723404255319,0.42857142857142855,0.39285714285714285,0.078125,0.5517241379310345,283.0,0.41166936790923836
Beef & Pork,Hamburger,3.5 oz (98 g),0.1276595744680851,0.0660377358490566,0.06779661016949153,0.06593406593406594,0.15000000000000002,0.14705882352941177,0.0,0.052173913043478265,0.05208333333333333,0.13333333333333333,0.13333333333333333,0.22695035460992907,0.23404255319148937,0.14285714285714285,0.21428571428571427,0.046875,0.13793103448275862,98.0,0.11183144246353324
Beef & Pork,Cheeseburger,4 oz (113 g),0.15425531914893617,0.09433962264150944,0.09322033898305085,0.09890109890109891,0.25,0.2647058823529412,0.2,0.0782608695652174,0.078125,0.18888888888888888,0.18666666666666668,0.23404255319148937,0.23404255319148937,0.2857142857142857,0.25,0.0546875,0.1724137931034483,113.0,0.1361426256077796
Beef & Pork,Double Cheeseburger,5.7 oz (161 g),0.22872340425531915,0.1792452830188679,0.17796610169491525,0.17582417582417584,0.5,0.5098039215686274,0.4,0.1565217391304348,0.15625,0.28888888888888886,0.2866666666666667,0.24822695035460993,0.2553191489361702,0.2857142857142857,0.2857142857142857,0.0546875,0.27586206896551724,161.0,0.21393841166936797
Beef & Pork,Bacon Clubhouse Burger,9.5 oz (270 g),0.3829787234042553,0.33962264150943394,0.3389830508474576,0.34065934065934067,0.75,0.7352941176470588,0.6000000000000001,0.2,0.19791666666666666,0.4083333333333333,0.4066666666666667,0.36170212765957444,0.36170212765957444,0.5714285714285714,0.5,0.109375,0.4482758620689655,270.0,0.3905996758508915
Beef & Pork,McDouble,5.2 oz (147 g),0.2021276595744681,0.14150943396226415,0.1440677966101695,0.14285714285714288,0.4,0.39215686274509803,0.4,0.13043478260869565,0.13020833333333331,0.23333333333333334,0.23333333333333334,0.24113475177304963,0.23404255319148937,0.2857142857142857,0.25,0.0546875,0.25287356321839083,147.0,0.19124797406807134
Beef & Pork,Bacon McDouble,5.7 oz (161 g),0.23404255319148937,0.18867924528301888,0.1864406779661017,0.18681318681318682,0.5,0.4803921568627451,0.4,0.1565217391304348,0.15625,0.30833333333333335,0.3066666666666667,0.24822695035460993,0.2553191489361702,0.2857142857142857,0.25,0.0546875,0.3103448275862069,161.0,0.21393841166936797
Beef & Pork,Daily Double,6.7 oz (190 g),0.22872340425531915,0.18867924528301888,0.1864406779661017,0.19230769230769232,0.45,0.43137254901960786,0.4,0.1391304347826087,0.140625,0.2111111111111111,0.21333333333333335,0.24113475177304963,0.23404255319148937,0.2857142857142857,0.2857142857142857,0.0546875,0.25287356321839083,190.0,0.2609400324149109
Beef & Pork,Jalapeño Double,5.6 oz (159 g),0.22872340425531915,0.19811320754716982,0.19491525423728814,0.19780219780219782,0.45,0.43137254901960786,0.4,0.1391304347826087,0.140625,0.2861111111111111,0.2866666666666667,0.24822695035460993,0.2553191489361702,0.2857142857142857,0.25,0.046875,0.25287356321839083,159.0,0.21069692058346842
Beef & Pork,McRib,7.3 oz (208 g),0.26595744680851063,0.22641509433962265,0.22033898305084745,0.2197802197802198,0.5,0.47058823529411764,0.0,0.12173913043478261,0.11979166666666666,0.2722222222222222,0.2733333333333334,0.3120567375886525,0.3191489361702128,0.42857142857142855,0.3571428571428571,0.0859375,0.25287356321839083,208.0,0.29011345218800655
Chicken & Fish,Premium Crispy Chicken Classic Sandwich,7.5 oz (213 g),0.2712765957446809,0.18867924528301888,0.1864406779661017,0.18131868131868134,0.17500000000000002,0.1764705882352941,0.0,0.0782608695652174,0.08333333333333333,0.275,0.2733333333333334,0.3900709219858156,0.3829787234042553,0.42857142857142855,0.46428571428571425,0.078125,0.27586206896551724,213.0,0.2982171799027553
Chicken & Fish,Premium Grilled Chicken Classic Sandwich,7 oz (200 g),0.18617021276595744,0.07547169811320754,0.07627118644067797,0.07142857142857144,0.1,0.08823529411764705,0.0,0.11304347826086956,0.11458333333333333,0.22777777777777777,0.22666666666666668,0.2978723404255319,0.2978723404255319,0.42857142857142855,0.46428571428571425,0.0625,0.3218390804597701,200.0,0.2771474878444085
Chicken & Fish,Premium Crispy Chicken Club Sandwich,8.8 oz (249 g),0.35638297872340424,0.2830188679245283,0.2796610169491525,0.2802197802197802,0.45,0.43137254901960786,0.0,0.14782608695652175,0.15104166666666666,0.39166666666666666,0.39333333333333337,0.41134751773049644,0.40425531914893614,0.42857142857142855,0.5,0.0859375,0.41379310344827586,249.0,0.35656401944894656
Chicken & Fish,Premium Grilled Chicken Club Sandwich,8.3 oz (235 g),0.2712765957446809,0.16981132075471697,0.1694915254237288,0.17032967032967034,0.35000000000000003,0.3529411764705882,0.0,0.1826086956521739,0.18229166666666666,0.3472222222222222,0.3466666666666667,0.3120567375886525,0.3191489361702128,0.42857142857142855,0.46428571428571425,0.0703125,0.45977011494252873,235.0,0.33387358184765
Chicken & Fish,Premium Crispy Chicken Ranch BLT Sandwich,8.1 oz (230 g),0.324468085106383,0.2358490566037736,0.23728813559322035,0.23626373626373628,0.30000000000000004,0.30392156862745096,0.0,0.12173913043478261,0.125,0.3888888888888889,0.3866666666666667,0.40425531914893614,0.40425531914893614,0.42857142857142855,0.46428571428571425,0.0859375,0.367816091954023,230.0,0.3257698541329012
Chicken & Fish,Premium Grilled Chicken Ranch BLT Sandwich,7.6 oz (217 g),0.2393617021276596,0.12264150943396226,0.1271186440677966,0.1263736263736264,0.225,0.21568627450980393,0.0,0.1565217391304348,0.15625,0.3416666666666667,0.34,0.3049645390070922,0.2978723404255319,0.42857142857142855,0.46428571428571425,0.0703125,0.41379310344827586,217.0,0.30470016207455436
Chicken & Fish,Bacon Clubhouse Crispy Chicken Sandwich,10 oz (284 g),0.39893617021276595,0.32075471698113206,0.3220338983050847,0.3241758241758242,0.5,0.5,0.2,0.1565217391304348,0.16145833333333331,0.4777777777777778,0.48000000000000004,0.46099290780141844,0.46808510638297873,0.5714285714285714,0.5357142857142857,0.125,0.41379310344827586,284.0,0.41329011345218813
Chicken & Fish,Bacon Clubhouse Grilled Chicken Sandwich,9.5 oz (270 g),0.31382978723404253,0.2169811320754717,0.211864406779661,0.2142857142857143,0.4,0.4117647058823529,0.0,0.19130434782608696,0.19270833333333331,0.43333333333333335,0.43333333333333335,0.36170212765957444,0.36170212765957444,0.5714285714285714,0.5357142857142857,0.109375,0.45977011494252873,270.0,0.3905996758508915
Chicken & Fish,Southern Style Crispy Chicken Sandwich,5.6 oz (160 g),0.22872340425531915,0.16037735849056603,0.16101694915254236,0.15934065934065936,0.15000000000000002,0.14705882352941177,0.0,0.0782608695652174,0.07291666666666666,0.25277777777777777,0.25333333333333335,0.3049645390070922,0.2978723404255319,0.2857142857142857,0.25,0.0546875,0.24137931034482757,160.0,0.2123176661264182
Chicken & Fish,McChicken,5.1 oz (143 g),0.19148936170212766,0.1320754716981132,0.13559322033898305,0.13736263736263737,0.15000000000000002,0.14705882352941177,0.0,0.06086956521739131,0.057291666666666664,0.2222222222222222,0.22,0.2836879432624113,0.2765957446808511,0.2857142857142857,0.25,0.0390625,0.16091954022988506,143.0,0.1847649918962723
Chicken & Fish,Bacon Cheddar McChicken,6 oz (171 g),0.2553191489361702,0.20754716981132076,0.2033898305084746,0.2087912087912088,0.35000000000000003,0.3431372549019608,0.0,0.11304347826086956,0.109375,0.35,0.35333333333333333,0.3049645390070922,0.2978723404255319,0.2857142857142857,0.2857142857142857,0.046875,0.25287356321839083,171.0,0.2301458670988655
Chicken & Fish,Bacon Buffalo Ranch McChicken,5.7 oz (161 g),0.22872340425531915,0.1792452830188679,0.17796610169491525,0.17582417582417584,0.25,0.24509803921568626,0.0,0.08695652173913043,0.08854166666666666,0.35,0.35333333333333333,0.2907801418439716,0.2978723404255319,0.2857142857142857,0.25,0.046875,0.22988505747126436,161.0,0.21393841166936797
Chicken & Fish,Buffalo Ranch McChicken,5.2 oz (148 g),0.19148936170212766,0.14150943396226415,0.13559322033898305,0.13736263736263737,0.15000000000000002,0.1568627450980392,0.0,0.06086956521739131,0.057291666666666664,0.275,0.2733333333333334,0.2836879432624113,0.2765957446808511,0.2857142857142857,0.25,0.0390625,0.16091954022988506,148.0,0.19286871961102112
Chicken & Fish,Premium McWrap Chicken & Bacon (Crispy Chicken),11.1 oz (316 g),0.3351063829787234,0.2641509433962264,0.2711864406779661,0.2692307692307693,0.45,0.4411764705882353,0.2,0.1391304347826087,0.13541666666666666,0.42777777777777776,0.4266666666666667,0.3971631205673759,0.40425531914893614,0.42857142857142855,0.46428571428571425,0.0546875,0.367816091954023,316.0,0.4651539708265804
Chicken & Fish,Premium McWrap Chicken & Bacon (Grilled Chicken),10.7 oz (302 g),0.2553191489361702,0.16037735849056603,0.16101694915254236,0.15384615384615385,0.35000000000000003,0.3529411764705882,0.0,0.16521739130434784,0.16666666666666666,0.38055555555555554,0.38,0.2978723404255319,0.2978723404255319,0.42857142857142855,0.46428571428571425,0.046875,0.41379310344827586,302.0,0.44246353322528376
Chicken & Fish,Premium McWrap Chicken & Ranch (Crispy Chicken),10.9 oz (310 g),0.324468085106383,0.2641509433962264,0.2627118644067797,0.25824175824175827,0.4,0.39215686274509803,0.2,0.11304347826086956,0.109375,0.37222222222222223,0.37333333333333335,0.3971631205673759,0.40425531914893614,0.42857142857142855,0.5,0.0625,0.3103448275862069,310.0,0.45542949756888185
